tarih,bölüm,çekim,karakterler,sesler,süre_sn,çözünürlük,seed,kredi,dolar,durum,video_url,yerel_dosya
2026-06-22 17:52,6,1,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/ff018973c08404462b5d30b9412535a1_1782150760.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep06/shots/shot_01.mp4
2026-06-22 17:55,6,2,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/686bf518394a150f30733f14efb89466_1782150919.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep06/shots/shot_02.mp4
2026-06-22 17:57,6,3,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/6bc7055ab37d0f7cdf91885597bf28c9_1782151063.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep06/shots/shot_03.mp4
2026-06-22 17:59,6,4,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/33f19c77588f53cd96921e02f8eeaf9c_1782151180.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep06/shots/shot_04.mp4
2026-06-22 18:57,7,1,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/08274a841d3fe57d9a72cb8fb1957a80_1782154636.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep07/shots/shot_01.mp4
2026-06-22 18:59,7,2,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/f99eefef3d93b63c0f440d1d1faf2c10_1782154780.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep07/shots/shot_02.mp4
2026-06-22 19:02,7,3,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/18b551a0256ee6e267b91e1378a37434_1782154945.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep07/shots/shot_03.mp4
2026-06-22 19:04,7,4,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/e1456fc494430b996c8a2c82b1f1790a_1782155088.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep07/shots/shot_04.mp4
2026-06-23 17:00,8,1,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/02d4776bcdb141354898e75976e28c0f_1782234039.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep08/shots/shot_01.mp4
2026-06-23 17:05,8,2,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/b70af1526289b34d2e00327312b5a991_1782234282.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep08/shots/shot_02.mp4
2026-06-23 17:08,8,3,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/b9a632b0149d9d135c71c0ec906840ee_1782234475.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep08/shots/shot_03.mp4
2026-06-23 17:10,8,4,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/01bec5af9648c4b1cfa661910ea01df2_1782234626.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep08/shots/shot_04.mp4
2026-06-24 16:51,9,1,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/b80bdb5d6f0780eccc70c849b8d8fe8f_1782319904.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep09/shots/shot_01.mp4
2026-06-24 16:54,9,2,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/91c206cf24f3c7929ae3a21e11b96107_1782320032.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep09/shots/shot_02.mp4
2026-06-24 16:56,9,3,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/faabf2b44504ab5a6b0ae348180e1dbd_1782320163.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep09/shots/shot_03.mp4
2026-06-24 16:58,9,4,,,8,1080p,,150.0,0.75,ok,https://tempfile.aiquickdraw.com/v/0f9a89e62ad2f5ad7b1465cba853572d_1782320296.mp4,/home/runner/work/youtube-automation/youtube-automation/output/series/infinite-trip/episodes/ep09/shots/shot_04.mp4
